Programming,Data Analysis,Machine Learning,Artificial Intelligence,Database Management,Software Development,Cybersecurity,Cloud Computing,Networking,Web Development,JavaScript,Python,Java,C++,SQL,HTML/CSS,APIs,Version Control,Agile Methodologies,DevOps,Data Visualization,Big Data,Linux,Windows,Project Management,Systems Design,Embedded Systems,Algorithms,Data Structures,Mobile Development,UX/UI Design,Testing/QA,Blockchain,IT Support,Business Analysis,Game Development,Cloud Services,Software Architecture,Scripting,Technical Documentation,Ethical Hacking,IoT,Virtual Reality,Augmented Reality,System Administration,Business Intelligence,Quantitative Analysis,Data Engineering,Computer Vision,Natural Language Processing,Robotics,Information Retrieval,Software Engineering,Network Security,Computer Graphics,Embedded Programming,Data Warehousing,Information Systems,Technical Support,Product Management,Research & Development,Digital Marketing,Algorithm Design,Application Development,Infrastructure Management,Enterprise Solutions,Shell Scripting,Penetration Testing,Cryptography,Load Balancing,Cloud Security,"Containerization (Docker, Kubernetes)",CI/CD Pipelines,API Development,Cross-Platform Development,Microservices,Distributed Systems,Edge Computing,Network Architecture,Network Protocols,Operating Systems,Parallel Computing,Quantum Computing,Real-Time Systems,Systems Integration,Virtualization,Data Governance,Data Mining,Data Privacy,Data Science,"Data Visualization Tools (Tableau, PowerBI)",Data Wrangling,Database Design,ETL Processes,Machine Learning Engineering,Model Deployment,Model Evaluation,Neural Networks,Predictive Analytics,Reinforcement Learning,Supervised Learning,Unsupervised Learning,Data Quality Assurance,Deep Learning,Bioinformatics,Cheminformatics,Computational Biology,Geographical Information Systems (GIS),Human-Computer Interaction,Information Security,Software Configuration Management,Supply Chain Management,Telecommunications,Technical Writing,User Research,User Testing,Career
9,3,4,5,5,9,1,2,1,4,4,2,4,5,3,3,2,1,5,3,3,3,2,2,4,4,4,1,3,5,5,3,2,4,2,2,5,1,2,3,4,5,3,3,2,4,1,2,4,5,2,3,4,3,2,2,5,1,2,1,5,5,4,2,4,2,1,2,1,3,4,5,5,4,2,5,5,4,1,2,5,2,5,3,5,1,2,2,5,1,3,2,5,3,5,1,1,4,3,4,3,3,4,4,1,1,1,2,4,3,4,3,4,9,4,3,Technical Evangelist
2,5,2,1,1,1,2,2,10,5,5,5,5,1,5,2,5,1,1,1,1,4,10,8,4,4,4,3,5,4,1,3,3,7,3,1,3,1,4,7,3,5,3,3,7,2,4,4,2,4,2,2,3,3,5,3,5,4,9,5,4,3,1,2,5,1,3,1,3,1,5,2,5,5,3,4,4,3,2,4,4,2,3,3,1,1,5,5,2,3,1,4,5,3,3,2,3,5,3,1,4,1,5,1,2,4,1,2,4,3,5,5,3,5,4,1,IT Support Specialist
1,3,4,5,5,3,10,2,2,9,4,1,2,1,1,5,8,1,3,4,5,2,3,1,3,3,1,3,2,2,3,5,5,1,2,4,1,1,2,3,2,4,1,3,5,5,3,3,5,3,2,2,3,10,4,1,2,1,5,1,3,2,4,2,3,4,3,9,8,3,5,4,4,2,5,4,1,2,5,4,1,1,5,3,1,4,5,5,1,2,1,4,2,5,5,3,3,4,4,2,4,5,4,4,2,2,1,5,3,2,4,1,4,1,2,4,Web Security Administrator
1,4,4,2,3,5,3,5,8,1,2,1,3,2,5,1,4,1,1,1,4,3,9,7,1,5,4,4,2,2,2,1,1,9,3,2,3,4,2,9,3,4,1,3,10,1,4,4,5,2,4,3,5,4,5,2,4,4,8,3,2,5,3,1,3,2,5,3,3,4,1,2,1,1,1,2,4,2,3,5,5,4,5,3,1,3,2,5,3,3,1,4,5,4,4,5,3,5,2,2,2,3,2,3,5,3,4,4,1,4,3,1,5,2,2,5,IT Support Specialist
5,3,3,3,5,1,9,8,2,1,4,5,5,5,5,3,3,4,3,1,2,5,2,1,1,4,3,2,1,4,3,1,5,5,1,2,3,4,5,3,2,5,5,4,2,1,3,1,2,1,1,4,2,7,2,5,3,2,1,1,5,5,5,1,4,5,3,9,9,2,9,2,4,2,3,5,1,2,1,5,5,5,2,4,2,1,2,1,5,2,4,2,2,1,3,5,5,3,4,1,4,1,4,2,1,1,5,5,1,1,2,2,5,5,5,5,Cloud Security Engineer
7,8,9,8,4,1,3,5,3,5,4,10,3,3,5,1,4,3,5,5,1,2,5,3,1,5,5,10,4,5,1,5,1,1,5,4,3,1,2,3,1,2,2,2,5,4,5,4,8,3,2,5,1,5,1,3,5,3,1,5,3,1,3,5,1,5,3,2,5,2,4,3,1,5,1,1,2,1,1,5,4,5,1,3,5,4,2,4,5,3,1,3,4,3,5,4,4,10,5,5,3,5,5,5,3,5,5,5,3,5,2,4,4,1,3,3,Artificial Intelligence Engineer
4,3,3,4,3,8,5,7,2,5,1,5,2,3,5,4,2,4,5,3,2,3,1,3,8,7,2,5,1,2,2,2,4,5,10,5,1,5,3,2,2,2,2,4,3,3,1,4,2,5,5,2,2,4,3,2,2,4,2,4,5,4,3,4,2,4,2,3,3,2,1,5,1,2,4,2,4,1,3,5,1,3,5,5,3,4,1,2,3,5,1,3,1,2,3,1,5,5,1,2,3,3,3,1,3,1,2,5,3,3,4,5,4,4,2,2,Chief Technology Officer (CTO)
10,8,10,4,4,5,1,1,2,3,2,9,1,5,3,1,4,1,5,1,3,3,2,1,4,2,3,10,3,1,2,2,3,5,3,4,3,4,2,1,1,3,4,2,3,4,7,5,1,4,1,2,5,5,3,4,3,5,5,2,4,2,5,4,2,5,3,4,5,2,5,5,3,2,1,2,3,3,1,3,2,4,3,1,3,1,3,2,3,2,3,3,5,2,5,4,4,1,1,2,5,4,1,4,2,4,3,1,2,4,1,4,4,4,1,4,Quantitative Analyst
7,2,2,4,5,2,3,9,5,3,1,3,5,2,2,5,10,5,4,10,2,5,1,5,4,1,4,3,5,2,4,4,1,3,1,2,1,9,2,2,2,5,5,4,5,2,4,3,4,5,4,1,1,4,3,4,3,5,1,4,5,1,1,1,4,5,1,3,2,2,1,9,3,4,4,9,1,4,1,1,4,3,3,4,3,3,5,3,4,2,5,2,3,3,3,2,5,2,2,4,5,3,1,3,5,4,2,3,1,4,4,2,5,5,1,4,Microservices Architect
3,4,5,3,1,1,3,8,4,1,4,3,4,3,5,4,5,3,4,10,4,5,9,2,2,2,4,2,2,3,1,1,1,2,2,1,1,2,8,5,3,4,5,4,2,1,3,1,1,1,3,3,5,3,3,2,5,5,3,5,1,2,4,1,10,2,4,1,4,5,3,9,10,3,5,5,2,1,3,2,5,3,2,1,3,4,4,1,2,3,1,3,1,2,4,1,1,2,5,4,1,3,3,2,2,5,3,4,5,5,2,4,3,2,1,1,DevOps Engineer
7,10,4,1,5,1,1,3,4,1,2,3,3,3,4,5,2,2,3,2,7,4,1,3,1,3,1,4,5,1,4,3,5,2,3,4,3,4,1,1,3,5,1,1,1,3,2,2,4,5,4,4,4,5,1,5,5,5,5,2,1,1,3,5,1,1,5,1,4,4,4,1,4,3,5,1,2,4,5,2,1,4,1,1,2,2,1,3,2,4,2,3,2,3,5,2,1,2,5,5,3,3,5,4,4,5,1,3,5,3,1,5,2,4,2,3,Geographic Information Systems (GIS) Specialist
8,1,1,3,3,10,4,4,4,1,1,5,4,3,5,1,3,7,5,1,4,5,5,2,9,7,2,9,7,3,2,10,1,4,3,4,2,3,1,1,3,1,4,3,1,4,1,2,1,1,2,5,3,4,2,3,5,3,3,3,5,5,3,3,5,1,1,1,1,4,1,2,1,1,3,5,5,3,3,1,5,5,2,4,5,5,5,3,2,3,4,3,5,3,4,3,1,3,4,5,5,1,1,1,4,3,4,3,3,1,1,1,1,3,3,4,Software Engineer
7,4,3,1,3,1,1,1,3,2,4,1,3,1,3,2,10,3,5,1,3,5,5,1,5,3,1,3,1,1,3,7,8,2,4,4,3,1,5,3,5,5,3,1,1,3,1,4,5,5,3,4,5,2,2,2,1,3,3,5,2,5,5,2,4,4,4,5,8,3,2,5,5,4,2,3,10,2,4,1,2,5,5,2,2,3,3,5,5,3,3,1,1,4,2,5,2,5,4,3,2,5,3,1,1,5,4,2,1,1,4,2,4,2,3,3,Blockchain Developer
5,4,5,2,5,3,9,5,2,5,4,4,1,3,2,5,1,1,5,2,2,1,5,2,1,4,1,5,3,3,3,3,4,5,4,4,5,2,3,2,1,4,2,1,1,4,3,4,3,1,4,5,5,8,4,3,1,4,4,3,3,5,2,3,3,3,3,7,8,3,5,2,1,2,4,2,3,3,8,10,10,5,2,2,4,1,3,4,4,2,5,5,2,4,3,3,2,4,1,3,4,1,5,3,1,2,5,2,5,3,1,5,1,3,5,5,Network Security Engineer
8,4,1,2,10,4,2,5,2,5,2,4,3,2,9,2,1,5,4,1,1,10,4,1,2,1,5,5,5,5,1,2,4,3,3,4,5,3,3,3,4,2,4,1,5,5,3,9,1,5,4,2,4,3,4,4,7,4,3,4,1,5,1,3,4,2,3,2,3,4,2,4,2,4,2,3,3,4,2,5,3,5,5,4,5,1,2,2,4,3,1,1,1,10,1,2,3,4,2,1,5,2,9,3,2,2,4,5,1,2,3,5,1,2,3,2,Data Engineer
3,5,2,5,3,1,2,4,1,1,1,4,5,4,8,1,4,3,4,4,5,7,2,2,2,3,3,3,4,1,3,1,4,4,1,1,2,5,2,2,2,1,3,3,5,5,2,1,1,4,3,5,4,4,1,1,10,4,1,5,4,5,4,2,4,3,1,2,4,2,3,5,4,2,1,5,2,3,3,2,2,2,4,4,3,4,9,5,3,3,3,2,10,9,2,2,1,3,5,4,1,3,1,5,3,1,5,4,4,1,5,2,4,4,3,2,Data Architect
10,3,3,5,1,1,9,1,4,4,1,3,5,2,5,2,4,3,1,3,2,1,4,4,1,5,3,5,3,4,3,1,2,1,1,1,5,4,2,1,8,3,5,4,1,3,3,2,1,5,4,1,2,7,4,5,1,3,5,3,5,4,3,5,1,2,5,9,8,5,5,3,4,1,4,1,5,5,3,4,9,4,3,1,3,2,3,4,5,1,5,1,4,3,2,2,2,2,1,2,4,1,5,1,2,1,1,4,5,5,4,3,2,2,3,5,Ethical Hacker
9,9,4,5,5,4,5,3,4,3,4,2,4,5,3,3,4,2,5,1,3,4,5,4,4,2,4,9,2,1,3,1,1,4,3,3,5,1,1,2,4,5,2,4,3,3,3,1,4,2,5,2,4,3,1,3,4,1,5,2,10,2,2,4,1,4,4,3,8,3,1,4,3,2,5,1,5,2,5,3,4,10,8,3,4,5,3,1,2,4,2,2,2,4,4,2,2,2,5,3,3,3,2,2,5,2,2,4,1,3,5,1,4,1,5,4,Quantum Computing Engineer
9,5,1,5,2,5,5,8,10,1,5,4,4,5,4,2,7,4,3,4,5,2,5,2,10,10,1,2,4,5,3,4,5,5,3,4,5,2,4,1,1,2,3,4,2,5,3,5,5,5,2,3,1,4,4,1,1,2,5,1,3,4,5,2,2,3,1,3,4,4,3,4,2,2,4,5,2,3,5,5,4,3,3,1,10,5,3,5,3,4,2,1,3,5,1,4,4,1,4,1,1,2,2,2,4,1,2,4,5,3,1,1,3,4,3,4,System Integration Engineer
5,5,3,5,9,3,3,10,3,1,1,3,5,3,9,1,5,4,4,2,4,9,5,2,1,3,5,1,1,2,4,2,2,2,1,3,2,3,2,2,1,4,3,5,4,1,4,5,4,5,4,4,2,2,5,4,9,4,3,5,4,5,1,5,1,5,4,2,3,5,2,2,1,3,4,5,2,1,2,5,3,5,2,1,5,3,7,2,4,4,3,4,1,10,3,5,5,1,4,2,5,1,1,4,4,1,1,5,5,1,3,4,4,5,5,1,Data Warehouse Architect
8,2,2,3,1,10,3,3,3,2,5,1,1,5,5,3,4,7,5,4,5,5,3,5,9,8,4,10,8,1,4,9,5,1,1,5,3,3,4,4,2,5,1,2,3,2,4,3,1,2,1,2,5,5,3,1,4,3,4,5,5,2,2,5,3,5,3,1,1,5,5,2,2,5,3,5,1,4,5,5,3,4,1,2,4,1,2,3,1,5,2,1,3,4,4,2,3,3,4,1,4,2,3,4,2,1,1,5,5,2,2,4,5,5,3,5,Software Engineer
7,7,2,2,5,4,5,4,2,5,4,3,5,4,4,1,2,3,3,3,3,3,1,5,5,1,2,7,4,2,2,3,3,4,4,4,3,1,2,1,1,4,2,5,3,1,5,3,5,1,4,2,1,3,5,5,1,5,5,1,9,3,3,4,4,1,2,4,7,2,4,1,1,1,4,2,3,3,4,2,2,9,10,3,5,2,1,3,1,1,2,4,4,2,4,1,2,1,2,4,1,3,2,5,4,5,2,5,3,5,5,3,1,2,4,1,Quantum Computing Engineer
9,2,2,1,3,2,5,10,4,3,5,5,4,2,1,2,8,1,1,9,1,4,1,5,5,2,1,1,3,2,1,4,3,2,1,2,5,7,4,1,3,5,5,5,2,4,5,4,1,4,3,4,5,1,2,4,1,2,1,3,3,2,1,3,3,4,5,5,5,5,4,7,3,4,2,8,5,2,5,3,2,4,4,1,1,3,5,1,1,1,1,4,4,4,2,5,1,3,3,5,3,4,4,4,5,1,5,1,5,3,2,3,3,1,4,4,Microservices Architect
7,1,1,4,7,4,1,8,5,4,1,5,5,5,4,5,7,1,1,1,4,3,1,4,9,4,1,5,1,3,4,3,2,5,1,2,4,4,4,2,4,3,3,4,2,5,4,2,1,1,4,3,1,4,1,4,3,1,1,4,5,2,2,3,5,4,4,4,3,1,3,3,1,4,5,4,1,4,3,2,4,2,1,2,8,1,5,2,4,2,1,1,5,4,4,1,4,5,2,3,5,3,3,2,3,4,4,2,5,3,1,2,2,3,2,4,Middleware Engineer
4,4,5,5,3,4,5,7,8,5,5,4,2,1,3,4,2,1,2,2,5,4,8,8,5,2,4,1,4,2,2,2,1,2,5,4,5,5,4,4,2,5,5,3,5,5,1,4,4,3,4,3,5,8,4,3,3,1,1,1,5,5,2,3,5,3,4,1,2,10,5,5,2,3,1,1,5,1,9,10,1,5,5,2,4,4,3,1,5,1,1,4,4,2,5,4,5,1,1,3,5,4,5,2,2,1,3,1,3,3,4,2,2,1,1,5,Network Engineer
5,1,2,4,1,1,9,2,4,3,5,2,1,5,5,3,2,2,5,9,4,2,4,5,5,5,5,1,5,2,5,2,1,4,5,1,2,4,10,1,4,3,4,2,4,4,2,5,4,3,5,3,1,7,2,3,1,3,5,4,1,2,3,3,2,2,4,1,2,3,10,10,8,4,2,3,5,2,1,2,1,5,3,4,2,4,5,4,4,3,3,3,3,1,2,5,5,5,2,2,4,2,2,3,1,5,5,5,2,3,4,1,1,2,4,1,DevSecOps Engineer
8,9,4,2,4,3,5,9,10,4,5,4,4,2,4,4,3,4,3,1,4,5,5,1,5,4,10,5,1,4,4,2,2,2,1,3,5,2,2,3,1,9,2,2,2,2,3,4,1,3,5,2,2,1,1,1,4,3,1,2,4,2,2,3,3,4,2,4,2,4,3,5,4,2,5,2,1,5,1,1,1,4,4,4,1,3,5,4,3,4,1,3,2,1,1,1,2,3,2,5,4,3,5,1,4,4,4,5,1,4,4,2,1,4,4,4,IoT Developer
1,4,2,4,3,2,8,1,3,3,5,1,3,5,2,2,4,2,1,1,5,4,3,4,2,1,3,5,2,1,3,4,1,3,2,1,1,5,4,4,2,2,4,3,5,1,3,1,2,2,5,5,1,7,4,4,1,5,3,4,4,5,5,4,1,1,5,7,8,4,5,5,2,4,3,5,5,1,7,8,9,2,5,1,4,1,3,4,1,4,3,2,2,1,1,1,3,5,4,4,4,2,1,4,2,3,2,5,3,2,4,1,3,1,2,1,Network Security Engineer
9,5,5,5,7,2,5,5,5,5,4,3,4,4,7,1,2,2,3,4,4,8,4,3,5,2,1,4,5,2,5,1,4,2,3,4,1,1,5,5,2,3,1,3,1,3,3,7,5,5,4,5,1,5,5,2,7,5,3,1,4,2,5,2,5,2,4,2,5,5,2,3,2,4,3,4,4,5,4,2,1,1,4,4,3,1,2,3,1,3,4,5,2,8,1,3,2,2,1,3,3,3,9,2,3,5,2,1,1,1,4,5,1,4,3,4,Data Engineer
7,4,3,1,5,5,4,9,8,1,4,5,3,5,1,3,1,1,4,4,4,2,1,5,3,10,3,5,2,2,4,4,2,3,2,2,3,2,2,3,1,3,2,2,5,2,1,3,3,5,1,5,1,7,4,3,1,2,5,3,1,3,4,2,2,4,3,3,5,1,3,2,5,1,2,4,1,1,1,9,5,3,5,3,4,1,3,3,5,4,3,3,1,2,2,2,5,4,3,1,1,3,5,2,4,5,3,5,2,2,1,2,10,2,1,5,Telecommunication Systems Engineer
5,5,2,4,4,1,8,1,5,2,5,5,1,4,4,1,4,3,4,5,1,5,1,1,5,5,4,4,4,5,3,1,1,2,4,3,4,5,5,5,2,1,1,4,3,3,4,3,1,2,4,2,2,8,1,5,1,2,1,4,1,5,2,3,3,3,3,7,9,2,2,4,2,1,4,2,1,1,3,2,1,3,2,3,4,2,2,2,2,4,5,2,2,2,1,3,2,2,4,3,5,1,2,1,2,3,2,3,1,7,4,1,1,1,5,5,Cybercrime Analyst
10,7,2,2,1,3,3,4,3,5,1,5,1,4,4,4,1,5,5,4,1,3,7,2,3,9,1,10,1,2,4,4,3,4,1,1,3,3,1,4,3,2,2,4,5,2,3,5,3,5,5,3,3,4,2,5,1,4,3,5,2,1,1,3,2,3,2,2,4,3,1,1,4,4,3,1,2,3,2,1,2,7,2,1,3,4,1,1,1,4,1,3,2,2,3,2,5,3,4,4,4,3,5,2,2,2,3,4,1,4,1,4,5,4,2,3,High-Performance Computing (HPC) Engineer
5,4,4,1,3,5,10,4,4,5,2,2,2,5,4,4,4,3,3,4,2,5,5,1,2,2,2,1,4,2,1,5,4,4,2,5,3,5,4,2,8,1,3,5,2,3,3,2,4,4,1,4,1,10,4,3,3,2,5,5,1,5,4,1,1,3,4,9,10,4,5,5,2,4,1,4,4,5,2,4,2,2,2,4,4,2,2,3,2,4,3,3,4,2,2,2,3,1,5,2,5,5,4,5,1,3,3,1,3,8,5,4,1,5,5,1,Cybersecurity Analyst
5,10,5,2,4,5,1,5,5,2,4,2,1,2,5,5,1,5,4,3,4,3,4,3,2,4,5,5,4,1,7,2,4,4,2,2,3,1,1,7,5,4,4,1,5,1,1,4,5,2,3,5,2,4,1,4,4,4,4,3,4,1,3,1,2,5,2,1,3,5,1,1,2,1,3,1,2,4,4,5,4,2,3,1,3,4,2,1,5,5,4,5,3,4,5,4,3,5,1,3,4,3,2,5,2,4,4,5,5,4,4,4,5,4,7,8,User Experience Researcher
8,9,7,7,5,2,5,1,2,2,2,10,1,5,4,2,4,2,3,2,4,3,2,2,5,3,2,2,3,3,2,1,5,4,5,2,1,3,4,1,4,1,4,2,5,5,1,3,3,8,2,1,1,4,3,3,2,5,2,5,3,1,3,4,2,1,3,3,1,3,4,3,5,1,2,3,5,5,1,5,4,1,4,1,2,2,3,2,5,3,3,4,2,3,3,1,4,3,5,2,2,4,3,5,5,1,1,2,1,3,1,2,4,1,4,3,Computational Linguist
9,8,10,3,1,2,1,1,2,2,2,10,5,4,3,3,4,5,3,1,8,4,3,1,1,1,1,5,4,2,4,2,2,4,5,2,4,4,1,2,3,4,2,2,2,5,2,1,1,1,4,5,2,2,4,2,4,5,5,5,5,5,1,2,5,3,4,4,4,5,5,3,2,5,4,3,2,5,5,1,4,3,2,1,4,4,4,3,2,4,5,4,1,4,4,1,2,4,5,1,1,3,1,4,10,4,9,4,3,5,4,4,2,1,5,1,Bioinformatics Specialist
8,8,9,2,1,1,1,9,3,4,1,5,5,5,3,3,4,3,2,3,4,10,5,4,5,2,3,1,1,5,5,2,1,4,1,1,4,4,4,5,5,5,5,5,1,2,2,7,2,2,4,3,5,2,3,3,4,1,4,5,4,4,4,5,2,2,2,4,4,2,4,3,2,1,2,1,1,4,1,5,1,4,3,3,2,3,5,4,4,2,3,3,4,2,4,9,1,10,1,3,2,2,1,1,5,4,1,4,3,3,2,5,3,4,3,3,Machine Learning Architect
3,1,5,3,5,4,5,5,1,8,7,1,5,2,3,9,10,7,5,1,1,5,2,3,5,2,5,5,3,5,3,7,5,5,3,3,3,5,4,4,1,1,4,5,2,5,5,2,5,4,5,3,3,2,3,5,5,2,2,2,1,4,3,5,3,4,3,5,2,1,2,5,3,5,3,5,3,5,1,5,5,3,1,4,5,5,5,3,1,2,3,1,2,4,1,2,5,5,1,4,3,2,2,2,4,2,4,1,4,5,2,1,2,4,2,2,Web Developer
8,5,1,4,8,4,2,5,2,10,7,3,2,2,2,8,10,7,5,10,4,4,5,1,5,5,4,5,3,3,3,2,5,2,4,1,1,1,2,5,5,2,2,1,4,5,3,4,1,4,5,2,5,5,5,5,2,4,4,3,5,2,4,3,1,4,5,5,5,1,4,2,5,3,5,1,5,3,5,5,3,4,4,1,2,5,2,3,5,3,4,2,1,1,4,3,1,5,1,2,5,1,3,3,2,4,2,4,1,3,4,3,2,3,3,2,Full Stack Developer
7,10,10,10,2,4,2,2,5,3,1,5,1,4,3,4,1,2,5,1,1,4,1,2,4,3,1,9,4,4,2,1,1,4,1,4,5,2,2,2,5,3,4,5,3,2,4,4,1,4,3,1,4,4,2,3,3,2,5,4,8,2,4,5,2,5,4,4,4,1,1,1,1,4,1,2,5,2,1,1,3,5,2,2,2,2,4,4,5,3,3,4,3,4,3,3,5,4,2,1,3,1,4,3,2,5,3,3,5,1,2,5,4,7,1,2,Research Scientist
7,3,1,3,10,9,1,2,2,5,3,3,2,5,4,4,10,3,5,5,5,4,2,1,4,2,4,4,5,10,1,9,5,4,3,5,2,2,3,5,1,5,4,1,2,4,2,3,5,2,3,3,5,3,1,3,1,4,3,1,5,4,1,8,1,1,4,1,2,5,4,2,1,4,2,5,4,3,3,3,3,1,4,3,4,1,5,2,3,3,3,3,2,1,5,2,5,5,4,3,2,2,2,4,2,3,4,1,4,5,3,2,2,1,5,1,Applications Developer
1,1,3,4,4,4,10,5,2,4,4,3,5,1,4,5,3,2,5,5,4,4,2,2,1,3,3,1,3,4,2,3,4,3,2,2,5,1,3,3,3,4,3,2,2,2,5,5,1,4,3,3,5,7,5,2,4,1,5,2,1,5,2,3,5,3,3,7,10,5,3,4,5,5,1,1,5,1,9,7,7,5,2,3,3,4,3,3,2,3,3,1,3,1,2,2,1,3,3,1,3,3,3,3,3,1,1,5,4,2,4,2,5,4,4,2,Network Security Engineer
9,5,5,1,3,9,5,5,4,3,4,4,4,1,2,2,1,1,3,10,5,1,2,3,4,4,1,5,3,1,5,7,1,1,2,1,3,3,9,1,2,3,3,5,10,2,1,2,3,2,3,3,4,2,4,5,3,2,4,5,5,1,1,3,4,3,3,5,1,2,2,1,8,4,5,2,3,1,4,3,3,3,1,5,1,4,2,4,5,1,4,2,4,5,2,5,3,1,4,2,5,2,1,1,3,1,4,3,2,5,2,1,3,1,4,5,Software Deployment Engineer
1,2,1,2,4,3,4,8,9,2,5,3,3,3,3,4,5,5,5,4,3,2,8,5,1,5,4,4,4,4,4,2,5,2,3,2,3,5,1,3,3,3,5,3,1,4,2,3,5,4,1,4,4,8,2,4,1,5,3,3,1,3,4,5,1,2,5,2,1,10,5,5,5,4,1,4,3,3,7,3,2,4,5,1,4,8,2,5,4,2,2,5,4,4,3,4,2,1,4,2,1,3,5,5,5,1,3,4,3,5,1,4,2,2,4,1,Network Architect
9,8,4,1,3,1,5,4,2,1,3,3,1,3,4,3,4,3,1,2,4,1,1,4,4,2,3,9,3,5,4,9,4,1,3,1,5,3,5,5,4,1,1,3,2,4,3,5,5,3,2,3,2,3,2,5,4,2,5,1,8,4,1,2,1,1,1,1,1,3,5,1,4,4,3,5,3,5,4,4,3,4,4,4,4,4,3,1,5,5,2,4,3,3,1,1,4,2,1,1,4,2,2,4,1,3,4,5,4,3,4,5,4,3,4,2,Simulation Engineer
10,3,5,4,2,3,1,8,1,1,5,4,2,4,5,5,9,1,5,10,5,4,2,5,2,3,3,5,3,5,5,5,5,3,1,4,5,10,3,3,2,1,4,5,2,1,5,2,2,1,1,1,1,5,2,2,1,3,1,5,4,1,2,4,2,3,5,4,5,3,1,10,5,1,5,8,3,1,4,2,2,1,5,5,3,1,4,1,1,4,2,3,2,4,5,5,1,2,3,4,5,2,3,4,3,2,3,2,4,1,5,3,3,3,2,1,Microservices Architect
7,4,4,5,4,3,10,5,2,3,1,5,4,1,3,5,4,4,1,2,1,4,4,5,1,5,3,4,5,7,4,4,2,4,5,4,3,3,2,2,4,5,5,2,4,1,3,5,5,3,3,1,2,10,5,4,1,2,5,3,5,3,5,3,3,4,4,8,2,3,4,1,4,1,3,3,4,3,2,1,7,3,1,2,1,4,4,3,1,1,2,5,4,5,2,5,5,2,3,5,3,5,5,5,4,5,4,1,2,5,2,1,5,5,5,3,Mobile Security Specialist
9,1,1,4,5,4,3,4,5,1,2,1,1,5,3,5,1,1,4,4,2,4,3,2,1,3,5,7,3,4,7,8,1,4,5,7,2,1,5,1,4,5,9,3,3,3,2,5,1,1,3,5,4,3,7,5,2,1,5,5,3,3,4,1,1,4,4,4,1,2,2,3,1,3,1,1,3,2,3,5,2,1,5,5,1,1,4,3,2,5,3,3,5,3,5,5,5,3,2,5,1,3,2,1,3,5,1,5,3,3,2,3,1,2,1,5,Virtual Reality Architect
5,1,2,3,4,2,4,7,9,5,1,3,3,4,1,3,4,2,3,1,5,3,9,7,4,5,5,4,5,4,5,2,4,2,1,3,4,1,9,1,4,1,5,1,8,2,3,1,4,4,1,2,1,5,2,5,2,5,1,3,4,1,1,5,3,2,2,2,2,3,3,3,1,5,2,4,5,5,2,1,2,1,5,2,3,4,2,2,4,1,1,3,4,4,5,4,2,5,4,3,3,3,4,5,1,5,2,5,3,2,2,2,3,3,5,5,Systems Administrator
5,1,1,5,5,5,8,4,3,1,3,4,1,2,4,3,3,5,2,2,1,1,2,3,3,10,2,4,5,4,5,3,1,4,4,2,2,2,1,5,5,1,3,3,3,3,5,5,3,1,3,3,3,10,3,3,5,4,1,4,1,1,4,1,4,2,1,8,8,3,2,2,1,5,4,5,1,4,2,4,1,3,2,4,4,3,4,2,5,1,1,3,4,2,5,3,5,3,3,1,4,4,3,3,2,4,1,2,1,10,5,2,4,4,3,3,Security Architect
10,5,4,5,9,5,5,7,4,10,3,4,3,4,5,1,7,3,2,1,1,2,4,5,1,2,5,4,3,4,2,8,4,4,4,3,3,3,5,3,3,2,1,1,5,1,4,1,5,1,1,5,4,3,4,3,2,5,1,2,4,4,2,1,5,2,2,2,2,4,5,4,3,1,2,4,1,3,1,4,3,1,1,4,2,3,4,4,4,4,2,1,4,1,2,3,3,1,4,4,2,2,5,4,4,3,5,1,2,3,4,4,5,2,5,2,API Developer
2,4,2,5,2,4,1,10,8,3,4,2,5,5,1,4,1,5,5,1,5,3,9,7,5,5,1,1,4,5,5,1,2,3,4,3,1,4,3,1,1,5,4,1,3,1,4,4,1,1,2,4,5,8,1,3,1,2,2,5,3,4,5,4,1,1,3,4,3,7,3,2,4,4,1,1,2,5,9,7,4,3,1,2,4,4,4,3,4,5,3,3,1,4,5,3,4,5,4,2,1,1,2,5,4,1,3,4,2,1,2,5,2,1,1,4,Network Engineer
7,5,4,4,10,7,5,4,5,3,2,5,1,5,2,3,7,3,1,4,1,1,2,3,4,3,5,1,3,9,2,9,3,3,3,3,1,4,1,5,2,4,4,5,3,3,5,1,5,2,2,3,5,1,4,2,4,1,3,5,2,5,1,9,3,5,5,5,2,4,5,4,4,3,5,4,5,2,5,5,4,5,5,5,2,3,1,5,4,5,2,4,4,2,1,4,3,5,1,4,4,5,3,2,3,2,4,1,3,3,3,1,3,5,3,2,Applications Developer
5,2,5,1,3,7,4,7,2,4,4,3,2,4,3,1,2,5,1,3,5,3,5,1,7,10,2,3,5,4,5,2,4,1,8,2,4,2,2,1,2,4,5,5,1,2,2,2,4,3,1,1,5,3,5,3,3,2,2,2,3,1,1,3,3,3,4,4,1,4,2,4,3,5,3,3,2,1,3,3,1,1,4,4,3,5,1,2,1,4,2,5,2,4,4,3,5,2,1,4,2,2,4,3,5,4,5,4,3,2,4,5,1,4,5,2,Chief Technology Officer (CTO)
